,brand,model,operation_mode,feed_opening_shape,body_material,liner_material,applicable_number,power,cooking_function,function,capacity,speed_adjustment,type,cup_material,speed,status
644,redtomato/红蕃茄,HB-PE75,,,,,1-3人,1200-1400W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,25000-29999转/分钟,0
645,nintaus/金正,JZPB-804A,,,,,4-5人,1200-1400W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,40000-44999转/分钟,0
646,hyundai/现代,KYH-111,,,,,5人以上,1200-1400W,,"碎冰,搅拌,制奶昔,榨汁,混合",2L容量,手动调速,,食品级PC材料,25000-29999转/分钟,0
647,力丰,B25  ,,,,,5人以上,1200-1400W,,"打蛋,搅拌,和面",,手动调速,,不锈钢,35000-39999转/分钟,0
648,qlt/科立泰,B2800A,,,,,2-4人,600-800W,,"搅拌,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨,浓汤",,手动调速,,玻璃,20000-24999转/分钟,0
649,braun/博朗,MQ5025,,,,,1-3人,600-800W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,榨汁",0.6L容量,手动调速,,玻璃,10000-14999转/分钟,0
650,haier/海尔,HYF-P0204,,,,,4-5人,600-800W,,"搅拌,绞肉,五谷,米糊,研磨,沙冰,榨汁,浓汤",1.75L容量,手动调速,,玻璃,35000-39999转/分钟,0
651,gaobo/高博,SM-510A,,,,,4-5人,600-800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,35000-39999转/分钟,0
652,whirlpool/惠而浦,WBL-CS701J,,,,,4-5人,600-800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,30000-34999转/分钟,0
653,philips/飞利浦,HR2096/00,,,,,4-5人,600-800W,,"碎冰,搅拌,切菜,榨汁,碎肉",2L容量,手动调速,,玻璃,其他,0
654,philips/飞利浦,HR2094,,,,,4-5人,600-800W,,"碎冰,搅拌,制奶昔",1.5L容量,手动调速,,玻璃,其他,0
655,midea/美的,MJ-WBL8005P,,,,,5人以上,600-800W,,"打蛋,搅拌,榨汁,混合",1.75L容量,手动调速,,玻璃,25000-29999转/分钟,0
656,braun/博朗,MQ5035,,,,,1-3人,600-800W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,榨汁",0.6L容量,手动调速,,塑料,10000-14999转/分钟,0
657,philips/飞利浦,HR1613,,,,,4-5人,600-800W,,"打蛋,搅拌,碎冰,切菜,碎肉",1.7L容量,手动调速,,塑料,10000-14999转/分钟,0
658,herpusi/惠尔普斯,HD-300A,,,,,4-5人,600-800W,,"碎冰,搅拌,制奶昔,榨汁,米糊",,手动调速,,不锈钢,20000-24999转/分钟,0
659,barsone/朋森,BS-05L01,,,,,4-5人,600-800W,,"搅拌,营养汤,豆浆,制奶昔,米糊,研磨,沙冰,榨汁",1.75L容量,手动调速,,不锈钢,45000-49999转/分钟,0
660,bestday/贝尔斯顿,PBJ-S03E,,,,,4-5人,600-800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.7L容量,手动调速,,不锈钢,25000-29999转/分钟,0
661,barsone/朋森,BS-05L015,,,,,4-5人,600-800W,,"搅拌,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,不锈钢,50000-54999转/分钟,0
662,hicon/惠康,HK-98BL,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,碎冰,榨汁,干磨",2.7L容量,手动调速,,,45000-49999转/分钟,0
663,巧厨娘,NY-8628,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,,45000-49999转/分钟,0
664,aux/奥克斯,HX-PB909,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,绞肉,豆浆,碎冰,榨汁",,手动调速,,Tritan材料,45000-49999转/分钟,0
665,aux/奥克斯,HX-PB908,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",2.5L容量,手动调速,,Tritan材料,45000-49999转/分钟,0
666,delrex/德瑞仕,X-85,,,,,4-5人,2000-2200W,,"碎冰,碎肉,榨汁,干磨,搅拌",,手动调速,,Tritan材料,45000-49999转/分钟,0
667,健康莱,JK-919,,,,,4-5人,2000-2200W,,"搅拌,碎肉,切菜,混合,碎冰,榨汁,干磨",2L容量,手动调速,,Tritan材料,45000-49999转/分钟,0
668,爱利达,HK-1018,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,Tritan材料,45000-49999转/分钟,0
669,爱利达,HK-1068,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨,浓汤",2L容量,手动调速,,Tritan材料,45000-49999转/分钟,0
670,liangtai/靓太,SH-888,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2L容量,手动调速,,Tritan材料,45000-49999转/分钟,0
671,ranbem/瑞本,767S,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,干磨",2L容量,手动调速,,婴儿食品级材料,45000-49999转/分钟,0
672,oumaisi/欧麦斯,998B,,,,,4-5人,2000-2200W,,"碎肉,切丝/切片,切菜,混合,碾磨,绞肉,碎冰,榨汁,干磨",,手动调速,,Tritan材料,45000-49999转/分钟,0
673,soar/索爱,SA-780ASG,,,,,4-5人,2000-2200W,,"搅拌,研磨,制奶昔,绞肉,豆浆,榨汁",2L容量,手动调速,,Tritan材料,45000-49999转/分钟,0
674,xm/芯美,JB-1525R,,,,,4-5人,2000-2200W,,"搅拌,碎肉,绞肉,豆浆,碎冰,榨汁,干磨",2L容量,手动调速,,Tritan材料,30000-34999转/分钟,0
675,nathome/北欧欧慕,NB468,,,,,4-5人,2000-2200W,,"绞肉,切菜",0.86L容量,手动调速,,Tritan材料,50000-54999转/分钟,0
676,金祺顿,C-680,,,,,5人以上,2000-2200W,,"碎冰,碎肉,榨汁,干磨,搅拌",,手动调速,,Tritan材料,45000-49999转/分钟,0
677,meilert/美勒德,A8,,,,,5人以上,2000-2200W,,"碎冰,碎肉,榨汁,干磨",,手动调速,,Tritan材料,35000-39999转/分钟,0
678,thermos/膳魔师,EHA-2424D-G,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,Tritan材料,30000-34999转/分钟,0
679,天阵,CS-9800A,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,碎冰,沙冰,榨汁,干磨",2.5L容量,手动调速,,Tritan材料,30000-34999转/分钟,0
680,xm/芯美,JB-780BSG,,,,,2-5人,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨,破壁",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
681,soar/索爱,SA-780BSG,,,,,2-5人,2000-2200W,,"制奶昔,养生茶,豆浆,沙冰,榨汁,干磨,浓汤",,手动调速,,玻璃,45000-49999转/分钟,0
682,haier/海尔,PB-M002H,,,,,1-3人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,30000-34999转/分钟,0
683,九殿,PB-901,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.7L容量,手动调速,,玻璃,20000-24999转/分钟,0
684,骐韬,QT-0811B ,,,,,4-5人,2000-2200W,,"碎冰,碎肉,榨汁,切菜,干磨",,手动调速,,玻璃,45000-49999转/分钟,0
685,aux/奥克斯,PB933,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,绞肉,豆浆,碎冰,榨汁",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
686,顺然,PB-780B2,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
687,aux/奥克斯,PB929,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
688,aux/奥克斯,PB950,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
689,kps/祈和,ALPHA,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
690,aux/奥克斯,PB927,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
691,皇代,PBJ116,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
692,克莱特,CB688D,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨,破壁",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
693,yibeinuo/伊贝诺,JB-13H,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
694,l-sun /小太阳,TM-903,,,,,4-5人,2000-2200W,,"加热,搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
695,sast/先科,HC-001,,,,,4-5人,2000-2200W,,"搅拌,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
696,aux/奥克斯,PB920,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,干磨,榨汁,碎肉",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
697,aux/奥克斯,PB932,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,绞肉,豆浆,碎冰,榨汁",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
698,hyundai/现代,HYZZ-3119,,,,,4-5人,2000-2200W,,"碎冰,搅拌,制奶昔,榨汁,混合",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
699,wiekurt,WK-701,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
700,小艾,XW-789,,,,,4-5人,2000-2200W,,"绞肉,搅拌,榨汁,碎肉",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
701,vvmax/维仕美,VM,,,,,4-5人,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
702,xm/芯美,JB-1525S,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,豆浆,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
703,breville/铂富,BSB510,,,,,1-3人,100-200W,,"打蛋,搅拌,切菜,混合,制奶昔",1.25L容量,2档以上,,,,0
704,xianchun/鲜纯,XC-P1,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,豆浆,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
705,xianchun/鲜纯,S8,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
706,queens,MATE WQY-1525BG,,,,,4-5人,2000-2200W,,"搅拌,切丝/切片,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
707,aux/奥克斯,HX-PB965,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,绞肉,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
708,aux/奥克斯,HX-PB958,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
709,aux/奥克斯,PB936,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
710,aux/奥克斯,HX-PB818,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
711,aux/奥克斯,HX-PB963,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
712,aux/奥克斯,PB953,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
713,aux/奥克斯,HX-PB961,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
714,lili/丽力,LL-P007,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
715,aux/奥克斯,PB952,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
716,aux/奥克斯,HX-PB9635,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",,手动调速,,玻璃,45000-49999转/分钟,0
717,aux/奥克斯,HX-PB9636,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
718,amoi/夏新,TL-GB9001,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
719,lazybear/懒熊,LB-P919,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,绞肉,切菜,米糊,豆浆,碎冰,榨汁,干磨,浓汤",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
720,奥科,AK-601,,,,,4-5人,2000-2200W,,"搅拌,豆浆,绞肉,制奶昔,鱼汤,米糊,辅食,研磨,沙冰,榨汁",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
721,asma/艾仕玛,RPB3001-1,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,豆浆,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
722,xm/芯美,JB-1800AWN,,,,,4-5人,2000-2200W,,"搅拌,绞肉,制奶昔,米糊,豆浆,沙冰,榨汁,干磨,浓汤",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
723,jese/洁氏,JS-100Y,,,,,4-5人,2000-2200W,,"加热,搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
724,toplife/好生活,TL-783LB,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
725,greenkids/绿娃,TL-7223TB,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
726,olayks,8019,,,,,4-5人,2000-2200W,,"搅拌,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",,手动调速,,玻璃,45000-49999转/分钟,0
727,guge/谷格,AD-G828,,,,,4-5人,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,鱼汤,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
728,best-home/家宝,BH159,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
729,best-home/家宝,BH169,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
730,donshi/东仕,DS8019,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,25000-29999转/分钟,0
731,minos/迈诺诗,MNS-PB102,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,鱼汤,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,55000-59999转/分钟,0
732,fronton/弗朗顿,YEK-2016B,,,,,5人以上,2000-2200W,,"搅拌,切菜,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
733,vitaland/威的,VL-688C,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",,手动调速,,玻璃,45000-49999转/分钟,0
734,kex,1035,,,,,5人以上,2000-2200W,,"绞肉,搅拌,碎肉,制奶昔,混合,碎冰,打豆浆,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
735,希德,JBL-318,,,,,5人以上,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
736,顺庭,ST-2016A,,,,,5人以上,2000-2200W,,"搅拌,豆浆,绞肉,制奶昔,米糊,鱼汤,研磨,碎冰,榨汁",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
737,xm/芯美,JB-780ASG,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
738,aux/奥克斯,HX-PB835,,,,,5人以上,2000-2200W,,"搅拌,蒸煮,制奶昔,鱼汤,绞肉,辅食,豆浆,沙冰,榨汁",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
739,福菱,FL2658,,,,,5人以上,2000-2200W,,"搅拌,蒸煮,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
740,xm/芯美,JB-600WN,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
741,xeyhome/欣宜家,XY-780A,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,榨豆浆",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
742,asppuer/欧索普尔,OS-936B,,,,,5人以上,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
743,gaobin/高宾,XW-783,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
744,万将,WJ-988A,,,,,5人以上,2000-2200W,,"搅拌,碎肉,膳食理疗,打蛋,绞肉,碎冰,榨汁,干磨",1.5L容量,手动调速,,玻璃,45000-49999转/分钟,0
745,sande/三的,SD-JR23,,,,,1-3人,100-200W,,"碎肉,搅拌,果泥,绞肉,混合",0.9L容量,手动调速,,塑料,20000-24999转/分钟,0
746,jese/洁氏,JS-100B,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,加热,打蛋,绞肉,碎冰,混合,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
747,greenkids/绿娃,TL-789BG,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
748,asppuer/欧索普尔,OS-989BC,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
749,福菱,FL2688,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,45000-49999转/分钟,0
750,guge/谷格,AD-G888,,,,,5人以上,2000-2200W,,"搅拌,炖汤,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,45000-49999转/分钟,0
751,toplife/好生活,TL-780B,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,切菜,混合,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,35000-39999转/分钟,0
752,扬子,YZ-B306,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",1.75L容量,手动调速,,玻璃,30000-34999转/分钟,0
753,hanwei/韩伟,ALM-900,,,,,5人以上,2000-2200W,,"搅拌,酱料,制奶昔,冰淇淋,绞肉,辅食,豆浆,沙冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,25000-29999转/分钟,0
754,fronton/弗朗顿,JB-1525AG,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,50000-54999转/分钟,0
755,阳光の味道,SRQ-7313 ,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2L容量,手动调速,,玻璃,50000-54999转/分钟,0
756,ranbem/瑞本,718S,,,,,5人以上,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,50000-54999转/分钟,0
757,hanwei/韩伟,MSM-898,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,混合,绞肉,豆浆,碎冰,榨汁,干磨",,手动调速,,玻璃,55000-59999转/分钟,0
758,soar/索爱,SA-600WN,,,,,,2000-2200W,,"碎肉,搅拌,制奶昔,碎冰,榨汁,干磨",,手动调速,,玻璃,45000-49999转/分钟,0
759,liangtai/靓太,SH-1018,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2L容量,手动调速,,塑料,45000-49999转/分钟,0
760,rongwei/容威,IH-6600S,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",2.5L容量,手动调速,,塑料,30000-34999转/分钟,0
761,dark horse/黑马,K8,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,食品级PC材料,45000-49999转/分钟,0
762,健康莱,JK-616,,,,,4-5人,2000-2200W,,"碎冰,搅拌,榨汁,干磨,碎肉",2L容量,手动调速,,食品级PC材料,45000-49999转/分钟,0
763,lecon/乐创,LC-L02,,,,,4-5人,2000-2200W,,"碎肉,制奶昔,切丝/切片,切菜,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,食品级PC材料,45000-49999转/分钟,0
764,l-sun /小太阳,CS-1800D,,,,,4-5人,2000-2200W,,"碎冰,碎肉,切菜,干磨,榨汁",,手动调速,,食品级PC材料,35000-39999转/分钟,0
765,天阵,CS-2500A,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,豆浆,碎冰,榨汁,干磨",2.5L容量,手动调速,,食品级PC材料,45000-49999转/分钟,0
766,kps/祈和,F1,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,食品级材料,45000-49999转/分钟,0
767,aux/奥克斯,PB998,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",2.2L容量,手动调速,,食品级材料,30000-34999转/分钟,0
768,喜乐多,XLD-PB08,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,豆浆,碎冰,榨汁,干磨",2.5L容量,手动调速,,食品级材料,35000-39999转/分钟,0
769,巧厨娘,YM-818,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2L容量,手动调速,,食品级材料,40000-44999转/分钟,0
770,小k斯,YY-5800,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,手动调速,,共聚聚酯,45000-49999转/分钟,0
771,雅源/祈和,YD-1108,,,,,4-5人,2000-2200W,,"碎肉,搅拌,榨汁,切菜,干磨",,手动调速,,聚碳酸酯材料,45000-49999转/分钟,0
772,海盘,CS-6600D,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2.5L容量,手动调速,,Tritan材料,35000-39999转/分钟,0
773,喜卓,XZ-D20D,,,,,4-5人,1600-1800W,,"碎冰,碎肉,榨汁,干磨,搅拌",2L容量,手动调速,,婴儿食品级材料,35000-39999转/分钟,0
774,olayks,200C,,,,,4-5人,1600-1800W,,"搅拌,制奶昔,碎肉,切菜,打蛋,绞肉,碎冰,榨汁,干磨",,手动调速,,Tritan材料,40000-44999转/分钟,0
775,汉宝,HB-K999,,,,,1-5人,1600-1800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
776,fulaier/福莱尔,FLE-PB3608,,,,,4-5人,1600-1800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,45000-49999转/分钟,0
777,blendfresh,800,,,,,4-5人,1600-1800W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",2.5L容量,手动调速,,玻璃,15000-19999转/分钟,0
